sid,cid,Semester,Grade,GPA
1275,71,52,C-,2.35
1314,71,52,C,2.21
968,74,52,A,3.26
243,76,52,B-,2.58
502,76,52,C+,2.2
603,76,52,C+,2.11
985,76,52,B-,2.16
36,78,52,D,1.98
101,78,52,W,1.87
282,78,52,A-,3.48
368,78,52,A-,3.61
433,78,52,F,1.83
544,78,52,D,2.33
553,78,52,C+,2.5
681,78,52,C-,2.5
705,78,52,W,1.46
819,78,52,B+,3.47
843,78,52,C-,2.34
991,78,52,D,2.23
1023,78,52,C-,2.1
1026,78,52,D,1.53
1085,78,52,C-,2.4
1127,78,52,B+,3.32
1164,78,52,B+,3.31
1186,78,52,A-,3.54
1275,78,52,C,2.35
1280,78,52,B+,3.62
148,90,52,B,3.62
282,90,52,B+,3.48
368,90,52,A,3.61
412,90,52,C+,0
498,90,52,D,2.36
544,90,52,W,2.33
553,90,52,C,2.5
681,90,52,C,2.5
705,90,52,W,1.46
819,90,52,B,3.47
917,90,52,W,1.64
991,90,52,F,2.23
1023,90,52,W,2.1
1033,90,52,F,1.85
1127,90,52,B-,3.32
1164,90,52,C+,3.31
1186,90,52,B+,3.54
1226,90,52,C-,2.26
1278,90,52,F(3),1.87
1280,90,52,A,3.62
1284,90,52,W,1.77
745,96,52,W,1.35
83,98,52,C+,2
211,98,52,C-,2.07
313,98,52,A-,2.96
341,98,52,B,2.2
425,98,52,B+,2.63
426,98,52,B+,3.07
480,98,52,D,1.42
671,98,52,A-,2.44
810,98,52,D,2.23
813,98,52,B-,2.46
857,98,52,B-,1.57
917,98,52,F,1.64
968,98,52,B,3.26
985,98,52,C+,2.16
1029,98,52,C-,2.66
1031,98,52,B+,3.54
1065,98,52,B+,2.87
1070,98,52,B,3.19
1118,98,52,C+,3.19
1144,98,52,F,1.68
1226,98,52,C+,2.26
1264,98,52,A-,3.18
435,102,52,C+,2
684,102,52,B-,2.31
1160,102,52,,2
1295,102,52,B+,2.49
168,104,52,D,2.26
241,104,52,B-,3.6
513,104,52,D,2.07
528,104,52,D+,2.32
760,104,52,F,2.01
813,104,52,B+,2.46
843,104,52,B-,2.34
923,104,52,A-,3.81
1016,104,52,C,2.58
1055,104,52,C,2.16
1160,104,52,F,2
1275,104,52,B,2.35
1314,104,52,C-,2.21
239,106,52,B,2.35
266,106,52,W,2.02
318,106,52,B,1.61
172,108,52,D+,1.09
239,108,52,D+,2.35
521,112,52,W,2.63
83,113,52,D+,2
99,113,52,A,2.97
122,113,52,C-,2
211,113,52,A,2.07
273,113,52,W,1.15
277,113,52,F(3),1.42
321,113,52,A,3.38
425,113,52,A-,2.63
426,113,52,A-,3.07
563,113,52,D+,2.1
626,113,52,B-,2.01
810,113,52,C,2.23
995,113,52,F(3),1.21
1083,113,52,D,2.2
1085,113,52,C,2.4
1142,113,52,W,1.61
1240,113,52,D,1.17
1246,113,52,D,1.3
282,122,52,B+,3.48
368,122,52,B+,3.61
400,122,52,W,2.47
412,122,52,D,0
498,122,52,F(3),2.36
513,122,52,F,2.07
544,122,52,W,2.33
553,122,52,D,2.5
586,122,52,F(3),2.01
681,122,52,C,2.5
819,122,52,W,3.47
1127,122,52,C,3.32
1160,122,52,F(3),2
1164,122,52,D,3.31
1186,122,52,B+,3.54
1278,122,52,F,1.87
506,128,52,A,2.2
33,130,52,F,2.11
36,130,52,D,1.98
64,130,52,F,2
99,130,52,A-,2.97
101,130,52,W,1.87
122,130,52,W,2
148,130,52,A-,3.62
277,130,52,W,1.42
303,130,52,F(3),1.83
313,130,52,B-,2.96
321,130,52,B-,3.38
341,130,52,D,2.2
355,130,52,D,2.04
426,130,52,C,3.07
515,130,52,W,1.75
547,130,52,W,2.07
671,130,52,W,2.44
761,130,52,C,3.01
810,130,52,C-,2.23
843,130,52,W,2.34
927,130,52,C-,2.19
987,130,52,W,1.93
1023,130,52,F,2.1
1029,130,52,C,2.66
1031,130,52,A-,3.54
1032,130,52,D,2.04
1060,130,52,D,2.1
1065,130,52,C+,2.87
1070,130,52,C,3.19
1092,130,52,F,2.2
1142,130,52,W,1.61
1162,130,52,F(3),1.77
1195,130,52,W,2.17
1198,130,52,W,2.49
1200,130,52,W,1.86
1240,130,52,W,1.17
1264,130,52,C+,3.18
1275,130,52,D+,2.35
1285,130,52,C,2.55
172,132,52,F(3),1.09
239,132,52,C+,2.35
1033,139,52,D,1.85
1160,139,52,W,2
243,141,52,B-,2.58
502,141,52,C+,2.2
513,141,52,C+,2.07
684,141,52,B-,2.31
813,141,52,C+,2.46
968,141,52,A,3.26
985,141,52,B-,2.16
1099,141,52,C+,2.51
1295,141,52,B+,2.49
17,147,52,P(90),2.24
40,147,52,P(90),0.71
59,147,52,P(90),1.17
70,147,52,P(90),1.87
121,147,52,P(90),2.31
167,147,52,P(90),0.61
170,147,52,P(90),1.08
196,147,52,F(2),0
329,147,52,P(90),0.42
342,147,52,P(90),2.39
344,147,52,P(90),1.43
348,147,52,P(90),1.44
372,147,52,F(2),0
440,147,52,P(90),1.29
482,147,52,P(90),2.48
511,147,52,P(90),2.67
538,147,52,P(90),3.11
550,147,52,I,0
555,147,52,F(2),0
596,147,52,P(90),2.9
644,147,52,P(90),1.15
651,147,52,P(90),2.7
695,147,52,F(2),0
734,147,52,P(90),2.26
755,147,52,P(90),1.57
768,147,52,P(90),2.11
778,147,52,P(90),1.96
780,147,52,P(90),3.26
875,147,52,P(90),1.14
893,147,52,F(2),0
894,147,52,P(90),1.51
895,147,52,P(90),2.67
1000,147,52,P(90),3.02
1018,147,52,P(90),2.17
1021,147,52,P(90),2.09
1036,147,52,P(90),2.65
1095,147,52,P(90),0.94
1147,147,52,P(90),3.05
1151,147,52,P(90),3.24
1188,147,52,P(90),2.13
1288,147,52,F(2),0
266,152,52,W,2.02
551,152,52,W,3
588,152,52,C-,2.54
1041,152,52,D,1.81
33,159,52,C+,2.11
64,159,52,B-,2
101,159,52,W,1.87
303,159,52,D+,1.83
313,159,52,B,2.96
341,159,52,D,2.2
355,159,52,B,2.04
380,159,52,D+,2.38
433,159,52,W,1.83
547,159,52,C-,2.07
671,159,52,B+,2.44
761,159,52,B+,3.01
857,159,52,C-,1.57
915,159,52,F(3),2.29
987,159,52,W,1.93
1026,159,52,D,1.53
1029,159,52,W,2.66
1031,159,52,A,3.54
1032,159,52,C,2.04
1033,159,52,D,1.85
1060,159,52,B-,2.1
1065,159,52,A-,2.87
1070,159,52,A-,3.19
1162,159,52,W,1.77
1195,159,52,W,2.17
1198,159,52,B,2.49
1200,159,52,D,1.86
1264,159,52,A-,3.18
1284,159,52,W,1.77
521,161,52,W,2.63
243,164,52,P,2.58
502,164,52,P,2.2
684,164,52,P,2.31
813,164,52,P,2.46
968,164,52,P,3.26
985,164,52,P,2.16
1099,164,52,P,2.51
1295,164,52,P,2.49
745,167,52,W,1.35
26,173,52,F,0.93
54,173,52,P(101),3.64
74,173,52,P(101),2.75
143,173,52,P(101),1.9
213,173,52,F,0.48
222,173,52,P(101),2.16
227,173,52,F,0
247,173,52,P(101),2.18
289,173,52,P(101),0.89
314,173,52,F,0.36
552,173,52,P(101),0
568,173,52,P(101),2.34
578,173,52,P(101),2.39
588,173,52,P(101),2.54
667,173,52,P(101),2.34
701,173,52,P(101),2.02
717,173,52,P(101),2
720,173,52,P(101),2.89
749,173,52,F,0
758,173,52,P(101),1.89
796,173,52,P(101),3.56
817,173,52,P(101),2.08
837,173,52,P(101),2.35
856,173,52,P(101),2.52
866,173,52,P(101),2.82
995,173,52,F,1.21
1137,173,52,F,0
1146,173,52,P(101),2.48
1178,173,52,F,0.67
243,184,52,B-,2.58
801,189,52,D+,1.98
1032,189,52,F,2.04
168,190,52,C+,2.26
241,190,52,A,3.6
306,190,52,C,2
506,190,52,C,2.2
603,190,52,C-,2.11
923,190,52,A,3.81
1016,190,52,B,2.58
1055,190,52,C+,2.16
1092,190,52,C+,2.2
1129,190,52,D+,2.16
1280,190,52,A,3.62
1314,190,52,B-,2.21
1129,193,52,A-,2.16
1295,193,52,A,2.49
148,194,52,A,3.62
282,194,52,A,3.48
368,194,52,A,3.61
412,194,52,C,0
498,194,52,D,2.36
513,194,52,F,2.07
515,194,52,F,1.75
544,194,52,W,2.33
553,194,52,C+,2.5
681,194,52,D+,2.5
684,194,52,D+,2.31
1092,194,52,D,2.2
1127,194,52,B+,3.32
1164,194,52,B-,3.31
1186,194,52,A,3.54
435,205,52,W,2
586,205,52,F,2.01
179,220,52,A,3.12
927,220,52,W,2.19
1118,220,52,B,3.19
1162,220,52,D,1.77
1220,220,52,A,3.05
521,225,52,W,2.63
24,227,52,F(2),0.27
61,227,52,F(2),0
64,227,52,C+,2
111,227,52,F,0
156,227,52,C-,2.43
214,227,52,B-,2.54
244,227,52,B+,3.12
273,227,52,F,1.15
277,227,52,C+,1.42
345,227,52,B+,2.98
355,227,52,D,2.04
374,227,52,F,1.53
376,227,52,F,1.04
494,227,52,F(2),0
515,227,52,C+,1.75
539,227,52,B+,2.48
594,227,52,C-,2.34
621,227,52,F,2.42
641,227,52,F(2),1.78
670,227,52,B-,2.32
680,227,52,B+,2.24
707,227,52,A,2.62
723,227,52,B,2.08
733,227,52,B-,2.81
745,227,52,W,1.35
751,227,52,B,3.32
801,227,52,B,1.98
826,227,52,C,2
829,227,52,D+,2.24
884,227,52,C+,2.53
927,227,52,A,2.19
955,227,52,B-,2.76
1042,227,52,B-,2.84
1060,227,52,C+,2.1
1083,227,52,C,2.2
1117,227,52,A-,3.13
1125,227,52,F(2),0
1130,227,52,B,3.1
1143,227,52,F,1.77
1201,227,52,B,3.01
1240,227,52,C-,1.17
1246,227,52,F,1.3
168,239,52,C+,2.26
241,239,52,A-,3.6
243,239,52,B,2.58
502,239,52,D,2.2
506,239,52,B,2.2
528,239,52,B,2.32
603,239,52,C-,2.11
923,239,52,A,3.81
1016,239,52,B+,2.58
1055,239,52,B-,2.16
1226,239,52,B,2.26
1280,239,52,A,3.62
1314,239,52,C,2.21
521,240,52,W,2.63
502,243,52,C-,2.2
1181,243,52,A,2.04
282,244,52,B+,3.48
368,244,52,B-,3.61
433,244,52,F,1.83
528,244,52,C-,2.32
544,244,52,W,2.33
553,244,52,C-,2.5
681,244,52,C,2.5
819,244,52,B+,3.47
843,244,52,C,2.34
917,244,52,W,1.64
991,244,52,F,2.23
1026,244,52,C,1.53
1033,244,52,W,1.85
1127,244,52,B,3.32
1164,244,52,C+,3.31
1186,244,52,B+,3.54
1284,244,52,W,1.77
36,250,52,W,1.98
101,250,52,W,1.87
282,250,52,A-,3.48
368,250,52,A-,3.61
433,250,52,F(3),1.83
553,250,52,C,2.5
681,250,52,D+,2.5
705,250,52,W,1.46
819,250,52,A-,3.47
843,250,52,C+,2.34
991,250,52,C-,2.23
1023,250,52,D,2.1
1026,250,52,D+,1.53
1085,250,52,C-,2.4
1127,250,52,B,3.32
1164,250,52,B+,3.31
1186,250,52,B+,3.54
1280,250,52,A,3.62
33,257,52,B-,2.11
99,257,52,A-,2.97
122,257,52,D,2
179,257,52,C,3.12
233,257,52,C,2.05
303,257,52,D,1.83
321,257,52,B,3.38
380,257,52,C+,2.38
543,257,52,B,1.64
547,257,52,F,2.07
563,257,52,C-,2.1
626,257,52,C-,2.01
761,257,52,B-,3.01
769,257,52,C,1.83
915,257,52,B-,2.29
1032,257,52,C,2.04
1085,257,52,B,2.4
1142,257,52,F(2),1.61
1195,257,52,D,2.17
1198,257,52,C+,2.49
1200,257,52,F,1.86
1220,257,52,B,3.05
1234,257,52,F(2),0.86
1285,257,52,F(2),2.55
506,264,52,C+,2.2
985,264,52,B-,2.16
1092,264,52,C+,2.2
239,284,52,A,2.35
400,289,52,A-,2.47
1295,289,52,A,2.49
760,303,52,C+,2.01
1092,303,52,,2.2
318,304,52,C-,1.61
1296,304,52,F(3),0.5
17,305,52,B-,2.24
24,305,52,D,0.27
26,305,52,F,0.93
40,305,52,D,0.71
54,305,52,A-,3.64
59,305,52,D+,1.17
61,305,52,W,0
70,305,52,A-,1.87
74,305,52,B,2.75
121,305,52,B-,2.31
156,305,52,A-,2.43
167,305,52,F,0.61
170,305,52,W,1.08
196,305,52,W,0
214,305,52,B,2.54
222,305,52,B+,2.16
227,305,52,W,0
244,305,52,A,3.12
247,305,52,B+,2.18
289,305,52,B+,0.89
329,305,52,D,0.42
342,305,52,C-,2.39
344,305,52,B-,1.43
345,305,52,A-,2.98
348,305,52,B,1.44
372,305,52,W,0
374,305,52,C+,1.53
376,305,52,C+,1.04
440,305,52,D+,1.29
482,305,52,B-,2.48
494,305,52,W,0
511,305,52,B-,2.67
538,305,52,A,3.11
539,305,52,A,2.48
543,305,52,A,1.64
550,305,52,W,0
552,305,52,F,0
555,305,52,W,0
568,305,52,C-,2.34
578,305,52,B,2.39
594,305,52,B,2.34
596,305,52,A-,2.9
621,305,52,C,2.42
644,305,52,C-,1.15
651,305,52,C-,2.7
667,305,52,C+,2.34
670,305,52,B+,2.32
680,305,52,A,2.24
695,305,52,W,0
701,305,52,B+,2.02
707,305,52,A-,2.62
717,305,52,B,2
720,305,52,C,2.89
723,305,52,B+,2.08
733,305,52,B,2.81
734,305,52,B-,2.26
745,305,52,W,1.35
749,305,52,W,0
751,305,52,A,3.32
755,305,52,C,1.57
758,305,52,B,1.89
768,305,52,C+,2.11
778,305,52,C+,1.96
780,305,52,B,3.26
796,305,52,A,3.56
801,305,52,B+,1.98
817,305,52,A-,2.08
826,305,52,C+,2
829,305,52,C+,2.24
837,305,52,B-,2.35
856,305,52,A-,2.52
866,305,52,A-,2.82
875,305,52,D+,1.14
884,305,52,B+,2.53
893,305,52,W,0
894,305,52,C+,1.51
895,305,52,B-,2.67
955,305,52,A-,2.76
1000,305,52,A-,3.02
1018,305,52,C,2.17
1021,305,52,B+,2.09
1036,305,52,A-,2.65
1042,305,52,B+,2.84
1095,305,52,F,0.94
1117,305,52,A-,3.13
1125,305,52,W,0
1130,305,52,A,3.1
1137,305,52,W,0
1143,305,52,C,1.77
1146,305,52,B,2.48
1147,305,52,A-,3.05
1151,305,52,B+,3.24
1178,305,52,C-,0.67
1188,305,52,C+,2.13
1201,305,52,A-,3.01
1220,305,52,A,3.05
1288,305,52,W,0
551,309,52,W,3
33,311,52,D,2.11
36,311,52,C,1.98
64,311,52,C+,2
83,311,52,D,2
99,311,52,A,2.97
122,311,52,D,2
179,311,52,A,3.12
211,311,52,C,2.07
303,311,52,D,1.83
313,311,52,A-,2.96
321,311,52,B+,3.38
341,311,52,C-,2.2
355,311,52,C+,2.04
380,311,52,A,2.38
425,311,52,A-,2.63
426,311,52,B,3.07
433,311,52,C-,1.83
515,311,52,B-,1.75
547,311,52,F(3),2.07
563,311,52,F,2.1
586,311,52,W,2.01
626,311,52,C,2.01
671,311,52,A-,2.44
761,311,52,A-,3.01
810,311,52,B+,2.23
857,311,52,F(3),1.57
915,311,52,C-,2.29
987,311,52,D,1.93
1029,311,52,A,2.66
1031,311,52,A,3.54
1060,311,52,B-,2.1
1065,311,52,A,2.87
1070,311,52,B+,3.19
1085,311,52,C+,2.4
1195,311,52,D+,2.17
1198,311,52,B-,2.49
1200,311,52,F,1.86
1264,311,52,B+,3.18
1041,319,52,F(3),1.81
266,321,52,W,2.02
588,321,52,D+,2.54
64,322,52,C,2
99,322,52,B+,2.97
306,322,52,C+,2
313,322,52,B+,2.96
341,322,52,C+,2.2
355,322,52,D,2.04
380,322,52,C,2.38
412,322,52,C,0
425,322,52,B,2.63
426,322,52,W,3.07
671,322,52,A-,2.44
915,322,52,C+,2.29
927,322,52,W,2.19
968,322,52,B+,3.26
1031,322,52,A-,3.54
1032,322,52,C+,2.04
1060,322,52,D+,2.1
1070,322,52,A-,3.19
1129,322,52,W,2.16
1143,322,52,D,1.77
1162,322,52,C,1.77
1198,322,52,C,2.49
1220,322,52,B+,3.05
1264,322,52,B+,3.18
1278,322,52,B,1.87
521,325,52,W,2.63
968,326,52,A-,3.26
1296,329,52,F,0.5
148,334,52,A,3.62
273,334,52,B,1.15
321,334,52,A-,3.38
480,334,52,A-,1.42
506,334,52,C+,2.2
543,334,52,A-,1.64
547,334,52,W,2.07
563,334,52,A,2.1
603,334,52,F,2.11
641,334,52,C+,1.78
761,334,52,A-,3.01
810,334,52,B,2.23
857,334,52,C+,1.57
917,334,52,C-,1.64
1065,334,52,A-,2.87
1083,334,52,A-,2.2
1144,334,52,B+,1.68
1160,334,52,F(3),2
1200,334,52,W,1.86
168,337,52,C-,2.26
241,337,52,B+,3.6
306,337,52,F,2
412,337,52,C,0
435,337,52,W,2
498,337,52,B-,2.36
528,337,52,F,2.32
586,337,52,F,2.01
684,337,52,C+,2.31
760,337,52,D,2.01
923,337,52,A,3.81
1016,337,52,B+,2.58
1129,337,52,F,2.16
1181,337,52,B,2.04
1226,337,52,C+,2.26
1278,337,52,D,1.87
1284,337,52,F,1.77
1314,337,52,D,2.21
400,338,52,A,2.47
985,338,52,A,2.16
1295,338,52,A,2.49
318,339,52,F,1.61
551,339,52,W,3
400,341,52,W,2.47
968,345,52,A,3.26
684,348,52,B-,2.31
760,348,52,B-,2.01
54,349,52,B-,3.64
74,349,52,A-,2.75
143,349,52,C,1.9
156,349,52,C,2.43
211,349,52,C,2.07
213,349,52,F(3),0.48
214,349,52,B,2.54
222,349,52,C-,2.16
227,349,52,W,0
233,349,52,D,2.05
244,349,52,A,3.12
247,349,52,B-,2.18
289,349,52,F,0.89
314,349,52,W,0.36
345,349,52,A,2.98
374,349,52,W,1.53
376,349,52,F(3),1.04
494,349,52,W,0
539,349,52,A-,2.48
543,349,52,C+,1.64
552,349,52,F(3),0
568,349,52,C+,2.34
578,349,52,B-,2.39
594,349,52,D,2.34
621,349,52,B-,2.42
626,349,52,C+,2.01
667,349,52,B-,2.34
670,349,52,B-,2.32
680,349,52,F,2.24
701,349,52,B-,2.02
707,349,52,B,2.62
717,349,52,D+,2
720,349,52,B-,2.89
723,349,52,B,2.08
733,349,52,C+,2.81
749,349,52,W,0
751,349,52,A-,3.32
758,349,52,B-,1.89
769,349,52,D,1.83
796,349,52,A-,3.56
801,349,52,F,1.98
817,349,52,B-,2.08
826,349,52,F(3),2
829,349,52,D+,2.24
837,349,52,C,2.35
856,349,52,B-,2.52
866,349,52,B,2.82
884,349,52,B+,2.53
955,349,52,B-,2.76
995,349,52,F,1.21
1042,349,52,B-,2.84
1117,349,52,B,3.13
1130,349,52,A-,3.1
1137,349,52,W,0
1143,349,52,F,1.77
1146,349,52,F(3),2.48
1178,349,52,W,0.67
1201,349,52,A-,3.01
1246,349,52,C+,1.3
1285,349,52,B+,2.55
1041,354,52,B-,1.81
17,356,52,D,2.24
26,356,52,D,0.93
40,356,52,W,0.71
54,356,52,A,3.64
59,356,52,F,1.17
61,356,52,W,0
70,356,52,C-,1.87
74,356,52,C-,2.75
121,356,52,D,2.31
143,356,52,C-,1.9
156,356,52,A-,2.43
167,356,52,W,0.61
170,356,52,W,1.08
179,356,52,A,3.12
196,356,52,W,0
213,356,52,F(3),0.48
214,356,52,D+,2.54
222,356,52,C,2.16
227,356,52,W,0
233,356,52,D,2.05
244,356,52,A,3.12
247,356,52,C,2.18
289,356,52,F(3),0.89
314,356,52,W,0.36
329,356,52,W,0.42
342,356,52,C,2.39
344,356,52,D,1.43
345,356,52,B-,2.98
348,356,52,F(3),1.44
372,356,52,W,0
374,356,52,W,1.53
376,356,52,W,1.04
440,356,52,W,1.29
480,356,52,F(3),1.42
482,356,52,B,2.48
494,356,52,W,0
511,356,52,W,2.67
538,356,52,A,3.11
539,356,52,B-,2.48
543,356,52,W,1.64
550,356,52,W,0
552,356,52,W,0
555,356,52,W,0
568,356,52,F,2.34
578,356,52,B-,2.39
594,356,52,W,2.34
596,356,52,B+,2.9
621,356,52,W,2.42
641,356,52,W,1.78
644,356,52,W,1.15
651,356,52,A-,2.7
667,356,52,F(3),2.34
670,356,52,B,2.32
680,356,52,A-,2.24
695,356,52,W,0
701,356,52,W,2.02
707,356,52,A-,2.62
717,356,52,C,2
720,356,52,F,2.89
723,356,52,B-,2.08
733,356,52,C+,2.81
734,356,52,D+,2.26
749,356,52,W,0
751,356,52,A-,3.32
755,356,52,F(3),1.57
758,356,52,W,1.89
768,356,52,W,2.11
769,356,52,W,1.83
778,356,52,F(3),1.96
780,356,52,A-,3.26
796,356,52,A,3.56
801,356,52,W,1.98
817,356,52,C+,2.08
826,356,52,W,2
829,356,52,W,2.24
837,356,52,F,2.35
856,356,52,B+,2.52
866,356,52,B+,2.82
875,356,52,W,1.14
884,356,52,B,2.53
893,356,52,W,0
894,356,52,D,1.51
895,356,52,W,2.67
927,356,52,B+,2.19
955,356,52,W,2.76
1000,356,52,A,3.02
1018,356,52,W,2.17
1021,356,52,C,2.09
1036,356,52,A,2.65
1042,356,52,D+,2.84
1095,356,52,W,0.94
1117,356,52,A,3.13
1118,356,52,C+,3.19
1125,356,52,W,0
1130,356,52,A,3.1
1137,356,52,W,0
1143,356,52,F(3),1.77
1144,356,52,C-,1.68
1146,356,52,C+,2.48
1147,356,52,A,3.05
1151,356,52,A,3.24
1178,356,52,W,0.67
1188,356,52,D,2.13
1201,356,52,B,3.01
1220,356,52,B+,3.05
1234,356,52,W,0.86
1285,356,52,A-,2.55
1288,356,52,W,0
61,358,52,W,0
143,358,52,D,1.9
211,358,52,W,2.07
745,358,52,W,1.35
1125,358,52,W,0
1234,358,52,D+,0.86
588,7,53,D,2.54
239,10,53,W,2.35
318,12,53,W,1.61
266,13,53,F(2),2.02
318,13,53,B-,1.61
40,14,53,F(3),0.71
122,14,53,F(3),2
277,14,53,F,1.42
440,14,53,F(3),1.29
543,14,53,W,1.64
644,14,53,D,1.15
778,14,53,F,1.96
875,14,53,D+,1.14
917,14,53,W,1.64
991,14,53,C+,2.23
1018,14,53,F(3),2.17
1032,14,53,C+,2.04
1085,14,53,A-,2.4
1178,14,53,W,0.67
1188,14,53,D,2.13
239,20,53,W,2.35
266,24,53,F(2),2.02
588,24,53,W,2.54
1296,24,53,F(2),0.5
1296,26,53,F,0.5
586,44,53,C,2.01
318,48,53,F(2),1.61
17,55,53,B,2.24
54,55,53,A,3.64
59,55,53,C,1.17
70,55,53,C,1.87
101,55,53,C,1.87
121,55,53,C+,2.31
179,55,53,A,3.12
244,55,53,A,3.12
273,55,53,D+,1.15
329,55,53,D,0.42
342,55,53,C,2.39
344,55,53,B-,1.43
345,55,53,A-,2.98
348,55,53,D+,1.44
426,55,53,A,3.07
482,55,53,A-,2.48
528,55,53,B,2.32
538,55,53,A,3.11
543,55,53,W,1.64
551,55,53,A,3
578,55,53,B,2.39
594,55,53,B-,2.34
596,55,53,A-,2.9
651,55,53,A,2.7
670,55,53,W,2.32
680,55,53,F(3),2.24
701,55,53,C,2.02
723,55,53,B,2.08
734,55,53,A-,2.26
745,55,53,W,1.35
751,55,53,A,3.32
758,55,53,C+,1.89
768,55,53,W,2.11
780,55,53,A-,3.26
796,55,53,A,3.56
829,55,53,B,2.24
856,55,53,B-,2.52
866,55,53,A-,2.82
884,55,53,W,2.53
955,55,53,B-,2.76
1000,55,53,B,3.02
1021,55,53,C+,2.09
1036,55,53,A-,2.65
1117,55,53,A,3.13
1118,55,53,A-,3.19
1130,55,53,A,3.1
1144,55,53,A-,1.68
1147,55,53,A,3.05
1151,55,53,A,3.24
1195,55,53,C,2.17
1201,55,53,B+,3.01
1220,55,53,A,3.05
1284,55,53,C+,1.77
163,64,53,W,1.63
168,64,53,C-,2.26
241,64,53,A-,3.6
498,64,53,C-,2.36
506,64,53,B-,2.2
513,64,53,C-,2.07
923,64,53,A,3.81
1016,64,53,B-,2.58
1092,64,53,D,2.2
1314,64,53,C-,2.21
513,71,53,C+,2.07
1280,71,53,A,3.62
318,73,53,C-,1.61
544,74,53,B-,2.33
819,74,53,A-,3.47
1055,74,53,C+,2.16
1275,74,53,C,2.35
1284,74,53,F(3),1.77
168,76,53,C+,2.26
241,76,53,B+,3.6
412,76,53,C-,0
498,76,53,C-,2.36
506,76,53,D+,2.2
513,76,53,D,2.07
528,76,53,D,2.32
544,76,53,F,2.33
923,76,53,B+,3.81
1016,76,53,C,2.58
1055,76,53,C-,2.16
1092,76,53,D,2.2
1226,76,53,C-,2.26
1278,76,53,F(3),1.87
1280,76,53,A,3.62
1314,76,53,C-,2.21
277,96,53,W,1.42
313,96,53,B-,2.96
1031,96,53,A,3.54
1070,96,53,A-,3.19
1264,96,53,B+,3.18
33,98,53,D+,2.11
99,98,53,A-,2.97
122,98,53,F,2
172,98,53,F,1.09
233,98,53,D+,2.05
543,98,53,F(2),1.64
563,98,53,D+,2.1
586,98,53,F(2),2.01
626,98,53,C,2.01
769,98,53,F,1.83
917,98,53,F,1.64
1032,98,53,D,2.04
1085,98,53,B,2.4
1144,98,53,B,1.68
1220,98,53,A-,3.05
760,102,53,C+,2.01
1160,102,53,I,2
400,105,53,W,2.47
588,106,53,C,2.54
239,112,53,W,2.35
17,113,53,D,2.24
54,113,53,A,3.64
70,113,53,W,1.87
74,113,53,F,2.75
121,113,53,D,2.31
143,113,53,W,1.9
156,113,53,C,2.43
163,113,53,W,1.63
179,113,53,A,3.12
214,113,53,B,2.54
222,113,53,C,2.16
233,113,53,F,2.05
244,113,53,B,3.12
247,113,53,F(3),2.18
273,113,53,W,1.15
342,113,53,D,2.39
344,113,53,W,1.43
345,113,53,B,2.98
482,113,53,B-,2.48
538,113,53,A-,3.11
539,113,53,B,2.48
551,113,53,C+,3
578,113,53,C-,2.39
596,113,53,C,2.9
651,113,53,B,2.7
670,113,53,D,2.32
680,113,53,W,2.24
707,113,53,B-,2.62
717,113,53,D+,2
723,113,53,C+,2.08
733,113,53,C+,2.81
734,113,53,C-,2.26
751,113,53,A,3.32
780,113,53,A-,3.26
796,113,53,A,3.56
817,113,53,C-,2.08
856,113,53,C+,2.52
866,113,53,B-,2.82
884,113,53,W,2.53
894,113,53,W,1.51
927,113,53,W,2.19
995,113,53,F(3),1.21
1000,113,53,A,3.02
1021,113,53,F,2.09
1036,113,53,B-,2.65
1042,113,53,D+,2.84
1117,113,53,B+,3.13
1118,113,53,B-,3.19
1130,113,53,A-,3.1
1144,113,53,D,1.68
1146,113,53,W,2.48
1147,113,53,A,3.05
1151,113,53,A,3.24
1188,113,53,F,2.13
1201,113,53,C+,3.01
1220,113,53,B+,3.05
1285,113,53,C-,2.55
148,116,53,A,3.62
282,116,53,B,3.48
306,116,53,W,2
368,116,53,A,3.61
513,116,53,C,2.07
553,116,53,C+,2.5
681,116,53,C,2.5
1023,116,53,W,2.1
1055,116,53,C+,2.16
1127,116,53,A-,3.32
1164,116,53,B,3.31
1186,116,53,A-,3.54
1226,116,53,C,2.26
1280,116,53,A,3.62
1041,117,53,C+,1.81
115,141,53,B+,3.65
168,141,53,C+,2.26
241,141,53,A,3.6
506,141,53,C,2.2
603,141,53,C-,2.11
923,141,53,A,3.81
1016,141,53,B,2.58
1055,141,53,C+,2.16
1092,141,53,C+,2.2
1314,141,53,B-,2.21
239,142,53,W,2.35
844,147,53,P(90),2.92
266,152,53,F(2),2.02
148,157,53,A,3.62
163,157,53,F,1.63
282,157,53,A-,3.48
313,157,53,W,2.96
368,157,53,A,3.61
412,157,53,A,0
553,157,53,B,2.5
671,157,53,C+,2.44
681,157,53,B,2.5
760,157,53,F,2.01
810,157,53,W,2.23
819,157,53,C+,3.47
843,157,53,D,2.34
991,157,53,B,2.23
1029,157,53,W,2.66
1031,157,53,B+,3.54
1070,157,53,W,3.19
1127,157,53,A-,3.32
1129,157,53,W,2.16
1160,157,53,D,2
1164,157,53,A-,3.31
1186,157,53,A,3.54
1226,157,53,B,2.26
1264,157,53,W,3.18
1275,157,53,W,2.35
1278,157,53,W,1.87
1284,157,53,W,1.77
83,159,53,F(3),2
